person_id,nombre,url,familia,pais,pais_origen,fecha_nacimiento,lugar_nacimiento,fecha_fallecimiento,lugar_fallecimiento,nacionalidad,ocupacion,partido_politico,religion,residencia,padres,conyuge,pareja,hijos,hermanos,biografia_inicial,cargos,n_cargos,familiares,n_familiares,tipos_relacion,conexion_otros_paises,ano_nacimiento,ano_fallecimiento,cargo_1,cargo_2,cargo_3,partido_limpio,nacimiento_ano,fallecimiento_ano
mar_ia_saturnina_b_arbara_de_ot_alora_y_ribero,María Saturnina Bárbara de Otálora y Ribero,https://es.wikipedia.org/wiki/Mar%C3%ADa_Saturnina_B%C3%A1rbara_de_Ot%C3%A1lora_y_Ribero,Familia Otálora,argentina,argentina,"noviembre de 1771 Buenos Aires , Gobernación del Río de la Plata , Imperio Español",NA,"13 de agosto de 1842 (70 años) Buenos Aires , Confederación Argentina",NA,Argentina,Dama Patricia,NA,NA,NA,José Antonio Gregorio de Otálora (https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora),Cornelio Saavedra (https://es.wikipedia.org/wiki/Cornelio_Saavedra),NA,Mariano Eusebio (https://es.wikipedia.org/wiki/Mariano_Saavedra),NA,"Saturnina Bárbara Otálora y del Ribero ( Buenos Aires , Gobernación del Río de la Plata , Imperio Español , noviembre de 1771 - Buenos Aires , Confederación Argentina , 13 de agosto de 1842) fue una Patricia argentina , hija de una de las familias más prominentes del Buenos Aires colonial, fue la segunda esposa de Cornelio Saavedra , primer presidente tras la Revolución de Mayo .",NA,NA,NA,NA,NA,mismo_pais,1771,1842,Patricia argentina,Esposa de Cornelio Saavedra,NA,NA,1771,1842
bernardino_rivadavia,Bernardino Rivadavia,https://es.wikipedia.org/wiki/Bernardino_Rivadavia,Familia Otálora,argentina,argentina,"20 de mayo de 1780 Buenos Aires , virreinato del Río de la Plata , Imperio español",NA,Accidente cerebrovascular,NA,Argentina,Político,Partido Unitario,NA,NA,Benito Rivadavia (https://es.wikipedia.org/wiki/Benito_Rivadavia),Juana del Pino y Vera Mujica (https://es.wikipedia.org/wiki/Juana_del_Pino),NA,4 [ 3 ] ​,NA,"Bernardino de la Trinidad González de Rivadavia y Rodríguez de Rivadavia ( Buenos Aires , 20 de mayo de 1780- Cádiz , 2 de septiembre de 1845) fue un político argentino que jugó un rol importante en los gobiernos establecidos tras la Revolución de Mayo , especialmente entre 1821 y 1827, años conocidos como época de Rivadavia . Su política decisivamente favorable a un sistema unitario llevó a divisiones internas que imposibilitaron la formación de un gobierno central.",NA,NA,NA,NA,NA,mismo_pais,1780,NA,Presidente de Argentina,Gobernador de Buenos Aires,NA,Partido Unitario,1780,1845
santiago_rivadavia,Santiago Rivadavia,https://es.wikipedia.org/wiki/Santiago_Rivadavia,Familia Otálora,argentina,argentina,"23 de mayo de 1784 Buenos Aires , virreinato del Río de la Plata , Imperio Español",NA,"26 de febrero de 1823 Buenos Aires , Provincias Unidas del Río de la Plata",NA,Argentino,Comerciante y político,NA,NA,NA,Benito Rivadavia (https://es.wikipedia.org/wiki/Benito_Rivadavia),NA,NA,NA,NA,"Santiago Rivadavia , hermano menor de Bernardino Rivadavia , fue un influyente comerciante y político en la ciudad de Buenos Aires durante los primeros años de las Provincias Unidas del Río de la Plata .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1784,1823,Comerciante,Político,NA,NA,1784,1823
mariano_saavedra,Mariano Saavedra,https://es.wikipedia.org/wiki/Mariano_Saavedra,Familia Otálora,argentina,argentina,"17 de agosto de 1810 Buenos Aires , Provincias Unidas del Río de la Plata",NA,"9 de febrero de 1883 (72 años) Buenos Aires , Argentina",NA,Argentina,Abogado,NA,Católico,NA,Cornelio Saavedra (https://es.wikipedia.org/wiki/Cornelio_Saavedra); María Saturnina Bárbara de Otálora y Ribero (https://es.wikipedia.org/wiki/Mar%C3%ADa_Saturnina_B%C3%A1rbara_de_Ot%C3%A1lora_y_Ribero),Carmen de Zavaleta [ 1 ] ​,NA,NA,NA,"Mariano Saavedra ( Buenos Aires , 17 de agosto de 1810 [ 1 ] ​ - 9 de febrero de 1883) fue un abogado y político argentino , dos veces gobernador de la provincia de Buenos Aires .",NA,NA,NA,NA,NA,mismo_pais,1810,1883,Gobernador de Buenos Aires,null,null,null,1810,1883
benito_rivadavia,Benito Rivadavia,https://es.wikipedia.org/wiki/Benito_Gonz%C3%A1lez_Ribadavia,Familia Otálora,argentina,argentina,7 de febrero de 1747 Monforte de Lemos ( España ),NA,28 de septiembre de 1816 (69 años) Buenos Aires ( Argentina ),NA,Española,Militar,NA,NA,NA,NA,María Josefa de Jesús Rodríguez de Ribadavia y Rivadeneyra Ana María Salvadora de Otálora y Ribero,NA,Bernardino Rivadavia (https://es.wikipedia.org/wiki/Bernardino_Rivadavia); Santiago Rivadavia (https://es.wikipedia.org/wiki/Santiago_Rivadavia),NA,"Benito Bernardino González Ribadavia ( Monforte de Lemos , España , 7 de febrero de 1747 - Buenos Aires , Provincias Unidas del Río de la Plata , 28 de septiembre de 1816), más conocido como Benito Rivadavia , fue un abogado y comerciante español establecido en el Virreinato del Río de la Plata , que ejerció cargos públicos y actuó como militar ante las invasiones inglesas .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1747,1816,Abogado,Comerciante,Militar,NA,1747,1816
jos_e_antonio_gregorio_eustaquio_de_ot_alora_y_del_ribero,José Antonio Gregorio Eustaquio de Otálora y del Ribero,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_Eustaquio_de_Ot%C3%A1lora_y_Ribero,Familia Otálora,argentina,argentina,"Septiembre de 1767 Buenos Aires , Gobernación del Río de la Plata , Imperio Español",NA,Siglo XIX,NA,Argentina,hacendado y militar,NA,NA,NA,José Antonio Gregorio de Otálora (https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora),Josefa Leonarda de Aoiz y Larrazábal,NA,NA,NA,José Antonio Gregorio Eustaquio de Otálora y del Ribero fue un militar e importante hacendado de la provincia de Buenos Aires en los primeros años de las Provincias Unidas del Río de la Plata .,NA,NA,NA,NA,NA,mismo_pais,1767,NA,Militar,Hacendado,NA,NA,1767,NA
cornelio_saavedra,Cornelio Saavedra,https://es.wikipedia.org/wiki/Cornelio_Saavedra,Familia Otálora,argentina,argentina,"15 de septiembre de 1759 Otuyo , corregimiento de Potosí , provincia de Charcas , virreinato del Perú , Imperio español",NA,"29 de marzo de 1829 (69 años) Buenos Aires , Provincias Unidas del Río de la Plata",NA,Rioplatense,"Comerciante , militar , político y hacendado",Ejércitos patriotas,Católica,NA,Santiago Felipe de Saavedra Teresa Rodríguez,María Saturnina Bárbara de Otálora y Ribero (https://es.wikipedia.org/wiki/Mar%C3%ADa_Saturnina_B%C3%A1rbara_de_Ot%C3%A1lora_y_Ribero),NA,Mariano Saavedra (https://es.wikipedia.org/wiki/Mariano_Saavedra),NA,NA,NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1759,1829,Presidente de las Provincias Unidas del Río de la Plata,Comandante en jefe del Ejército del Norte,NA,Ejércitos patriotas,1759,1829
benito_rivadavia,Benito Rivadavia,https://es.wikipedia.org/wiki/Benito_Rivadavia,Familia Otálora,argentina,argentina,7 de febrero de 1747 Monforte de Lemos ( España ),NA,28 de septiembre de 1816 (69 años) Buenos Aires ( Argentina ),NA,Española,Militar,NA,NA,NA,NA,María Josefa de Jesús Rodríguez de Ribadavia y Rivadeneyra Ana María Salvadora de Otálora y Ribero,NA,Bernardino Rivadavia (https://es.wikipedia.org/wiki/Bernardino_Rivadavia); Santiago Rivadavia (https://es.wikipedia.org/wiki/Santiago_Rivadavia),NA,"Benito Bernardino González Ribadavia ( Monforte de Lemos , España , 7 de febrero de 1747 - Buenos Aires , Provincias Unidas del Río de la Plata , 28 de septiembre de 1816), más conocido como Benito Rivadavia , fue un abogado y comerciante español establecido en el Virreinato del Río de la Plata , que ejerció cargos públicos y actuó como militar ante las invasiones inglesas .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1747,1816,Abogado,Comerciante,Militar,NA,1747,1816
juana_del_pino,Juana del Pino,https://es.wikipedia.org/wiki/Juana_del_Pino,Familia Otálora,argentina,argentina,"28 de diciembre de 1786 Montevideo , Virreinato del Río de la Plata , Imperio Español",NA,Sepsis,NA,Argentina,Dama de Beneficencia y Política,NA,NA,NA,Joaquín del Pino Sánchez de Rozas Romero y Negrete (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_del_Pino); Rafaela de Vera Mujica y López Pintado (https://es.wikipedia.org/wiki/Rafaela_de_Vera_Mujica_y_L%C3%B3pez_Pintado),Bernardino Rivadavia (https://es.wikipedia.org/wiki/Bernardino_Rivadavia),NA,"José Joaquín, Constancia,Bernardino Donato,Martín.",NA,"Juana Josefa Joaquina del Pino y Vera Mujica ( Montevideo , Banda Oriental , 28 de diciembre de 1786 - Río de Janeiro , Imperio del Brasil , 14 de diciembre de 1841) fue la primera dama de Argentina entre 1826 y 1827 por su matrimonio con el primer presidente argentino Bernardino Rivadavia e hija del Virrey del Río de la Plata Joaquín del Pino . [ 1 ] ​",NA,NA,NA,NA,NA,mismo_pais,1786,NA,Primera Dama de Argentina,NA,NA,NA,1786,1841
joaqu_in_del_pino,Joaquín del Pino,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_del_Pino,Familia Otálora,argentina,argentina,"20 de enero de 1729 Baena de Córdoba , Reino de España",NA,"11 de abril de 1804 (75 años) Buenos Aires , Virreinato del Río de la Plata , Reino de España",NA,Española,Político y militar,NA,Católico,NA,NA,María Ignacia Ramery Echarry (1763-1780) Rafaela Francisca de Vera Mujica y López Pintado (1783-1804),NA,Juana del Pino (https://es.wikipedia.org/wiki/Juana_del_Pino),NA,"Joaquín del Pino Sánchez de Rozas Romero y Negrete , conocido como Joaquín del Pino y Rozas [ 1 ] ​ o Joaquín del Pino y Sánchez [ 2 ] ​ ( Baena , 20 de enero de 1729 - Buenos Aires , 11 de abril de 1804), fue un ingeniero militar y político español , que ocupó varios cargos importantes en la administración colonial de Hispanoamérica hasta llegar a ser virrey del Río de la Plata entre los años 1801 y 1804.",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1729,1804,Virrey del Río de la Plata,Ingeniero militar,NA,NA,1729,1804
rafaela_de_vera_mujica_y_l_opez_pintado,Rafaela de Vera Mujica y López Pintado,https://es.wikipedia.org/wiki/Rafaela_de_Vera_Mujica_y_L%C3%B3pez_Pintado,Familia Otálora,argentina,argentina,"24 de octubre de 1753 [[Ciudad de Santa Fe (Argentina)|Santa Fe]], actual Argentina",NA,"1 de julio de 1816 (62 años) Buenos Aires , Argentina",NA,NA,NA,NA,Católica,NA,Juana Ventura López Pintado,NA,NA,Juana del Pino (https://es.wikipedia.org/wiki/Juana_del_Pino),NA,"Rafaela Francisca de Vera Mujica y López Pintado [ 1 ] ​ [ 2 ] ​ ( Santa Fe de la Vera Cruz , 24 de octubre de 1753- Buenos Aires , Argentina ; 1 de julio de 1816) fue una Aristócrata Rioplatense, hija del general Francisco Antonio de Vera y Mujica y de Juana López Pintado. De noble linaje, era descendiente del conquistador Jerónimo de Cabrera, quien fundó la ciudad de Córdoba en Argentina. En 1783 se casó por poderes con el coronel de ingenieros y gobernador de Montevideo , Joaquín del Pino , viudo de María Ignacia Rameri y padre de seis hijos, que con Rafaela tendrá luego ocho más. En 1801, al asumir su esposo como virrey se convirtió en la segunda virreina consorte del Río de la Plata de origen criollo después de Ana de Azcuénaga de Olaguer Feliú . Fue la única santafesina esposa de un virrey, por lo que se llamó virreina.",NA,NA,NA,NA,NA,NA,1753,1816,Virreina consorte del Río de la Plata,NA,NA,NA,1753,1816
isabel_macedo,Isabel Macedo,https://es.wikipedia.org/wiki/Isabel_Macedo,Familia Urtubey,argentina,argentina,2 de agosto de 1975 (50 años) Buenos Aires ( Argentina ),NA,NA,NA,argentina,"Actriz, modelo y empresaria",NA,Catolicismo,NA,NA,Juan Manuel Urtubey (https://es.wikipedia.org/wiki/Juan_Manuel_Urtubey),NA,2,NA,"María Isabel Macedo ( Buenos Aires , 2 de agosto de 1975) es una actriz, modelo y empresaria argentina reconocida por sus personajes de villana en telenovelas , series y películas . [ 1 ] ​ Entre sus participaciones más destacadas en televisión se encuentran las tiras Verano del '98 , Floricienta , Alma pirata , Don Juan y su bella dama , Botineras , Dance! , Graduados , Guapas , Amar después de amar , Margarita y las miniseries El hombre de tu vida , Fronteras y Sandro de América y en cine, la película Gigantes de Valdés . Desde el 24 de septiembre de 2016 hasta el 10 de diciembre de 2019 fue la primera dama de la Provincia de Salta , al contraer matrimonio con Juan Manuel Urtubey , gobernador de la Provincia de Salta.",NA,NA,NA,NA,NA,mismo_pais,1975,NA,Primera Dama de Salta,NA,NA,NA,1975,NA
alejandro_urtubey,Alejandro Urtubey,https://es.wikipedia.org/wiki/Alejandro_Urtubey,Familia Urtubey,argentina,argentina,12 de julio de 1960 (65 años) Salta ( Argentina ),NA,NA,NA,Argentina,Piloto de automovilismo y empresario,NA,NA,NA,NA,NA,NA,NA,NA,"Alejandro Urtubey ( Salta , 12 de julio de 1960) es un piloto argentino de automovilismo de velocidad retirado y actualmente empresario.",NA,NA,NA,NA,NA,mismo_pais,1960,NA,Piloto de automovilismo,NA,NA,NA,1960,NA
clodomiro_urtubey,Clodomiro Urtubey,https://es.wikipedia.org/wiki/Clodomiro_Urtubey,Familia Urtubey,argentina,argentina,1840 Buenos Aires ( Confederación Argentina ),NA,"30 de agosto de 1902 Hassocks ( Sussex Occidental , Inglaterra , Reino Unido )",NA,Argentina,Militar,NA,NA,NA,NA,NA,NA,NA,NA,"Clodomiro Urtubey ( Buenos Aires , Argentina ; 1840- Hassocks , Reino Unido , 30 de agosto de 1902) fue un marino argentino que luchó en la guerra entre la Confederación Argentina y el Estado de Buenos Aires y en la guerra de la Triple Alianza . Fue fundador y primer director de la Escuela Naval Militar .",NA,NA,NA,NA,NA,mismo_pais,1840,1902,Marino argentino,Fundador de la Escuela Naval Militar,NA,NA,1840,1902
juan_manuel_urtubey,Juan Manuel Urtubey,https://es.wikipedia.org/wiki/Juan_Manuel_Urtubey,Familia Urtubey,argentina,argentina,"6 de septiembre de 1969 (56 años) Ciudad de Salta , Argentina",NA,NA,NA,Argentina,"Político , abogado , empresario y profesor",Partido Justicialista (hasta 2023) Partido Tercera Posición (2023-2024),Católico,NA,Rodolfo Urtubey Lía Mera Figueroa,Isabel Macedo (https://es.wikipedia.org/wiki/Isabel_Macedo),NA,Marcos Urtubey Lucas Urtubey Mateo Urtubey Juana Urtubey Isabel Urtubey Julia Urtubey,NA,"Juan Manuel Urtubey Mera ( Ciudad de Salta , Argentina ; 6 de septiembre de 1969) es un político , profesor universitario , empresario y abogado argentino , que fue gobernador de la provincia de Salta de 2007 a 2019.",NA,NA,NA,NA,NA,mismo_pais,1969,NA,Gobernador de Salta,NA,NA,Partido Justicialista,1969,NA
rodolfo_urtubey,Rodolfo Urtubey,https://es.wikipedia.org/wiki/Rodolfo_Urtubey,Familia Urtubey,argentina,argentina,27 de marzo de 1959 (66 años) Buenos Aires ( Argentina ),NA,NA,NA,Argentina,"Abogado, político y juez",Partido Justicialista,NA,NA,NA,NA,NA,NA,NA,"Rodolfo Julio Urtubey (n. Buenos Aires; 27 de marzo de 1959) es un dirigente político argentino , abogado , Senador Nacional (mandato cumplido) y exjuez Nacional integrante del Tribunal Oral en lo Criminal N.º 13. Es hermano del exgobernador de la Provincia de Salta, Juan Manuel Urtubey .",NA,NA,NA,NA,NA,mismo_pais,1959,NA,Senador Nacional,exjuez Nacional,NA,Partido Justicialista,1959,NA
diego_simeone,Diego Simeone,https://es.wikipedia.org/wiki/Diego_Simeone,Familia Simeone,argentina,argentina,Buenos Aires 28 de abril de 1970 (55 años),NA,NA,NA,"argentina , española",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diego Pablo Simeone ( Buenos Aires , 28 de abril de 1970), también conocido deportivamente como « Cholo », es un exfutbolista y entrenador argentino . Dirige desde el 23 de diciembre de 2011 al Club Atlético de Madrid de la Primera División de España , al que ha consolidado en la élite del fútbol europeo . [ 3 ] ​ Es el entrenador con más partidos dirigidos en el Atlético, [ 4 ] ​ y el más laureado en la historia del club con ocho títulos. [ 5 ] ​ Además, fue nombrado por la IFFHS en 2021 « mejor entrenador mundial de la década ». [ 6 ] ​",NA,NA,NA,NA,NA,varias_nacionalidades,1970,NA,Entrenador del Club Atlético de Madrid,NA,NA,NA,1970,NA
gianluca_simeone,Gianluca Simeone,https://es.wikipedia.org/wiki/Gianluca_Simeone,Familia Simeone,argentina,argentina,"Buenos Aires , Argentina 23 de julio de 1998 (27 años)",NA,NA,NA,argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gianluca Simeone Baldini ( Buenos Aires , Argentina ; 23 de julio de 1998) es un exfutbolista profesional argentino que jugaba como delantero . Su último club fue el Rayo Majadahonda de la Segunda Federación de España .",NA,NA,NA,NA,NA,mismo_pais,1998,NA,Futbolista profesional,NA,NA,NA,1998,NA
giovanni_simeone,Giovanni Simeone,https://es.wikipedia.org/wiki/Giovanni_Simeone,Familia Simeone,argentina,argentina,"Buenos Aires , Argentina [ 5 ] ​ [ 6 ] ​ [ 7 ] ​ 5 de julio de 1995 (30 años)",NA,NA,NA,Argentina Española [ 4 ] ​,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giovanni Pablo Simeone Baldini , más conocido como Gio Simeone ( Buenos Aires , 5 de julio de 1995), [ 8 ] ​ [ 9 ] ​ es un futbolista argentino que juega como delantero en el Torino Football Club de la Serie A . [ 10 ] ​",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1995,NA,Futbolista,NA,NA,NA,1995,NA
giuliano_simeone,Giuliano Simeone,https://es.wikipedia.org/wiki/Giuliano_Simeone,Familia Simeone,argentina,argentina,"Roma , Lacio , Italia 18 de diciembre de 2002 (23 años)",NA,NA,NA,Argentina Italiana Española,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giuliano Simeone Baldini ( Roma , Lacio ; 18 de diciembre de 2002) es un futbolista argentino [ 1 ] ​ que juega como delantero en el Atlético de Madrid de la Primera División de España .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,2002,NA,Futbolista,NA,NA,NA,2002,NA
joaqu_in_prieto_warnes,Joaquín Prieto Warnes,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Warnes,Familia Warnes,argentina,argentina,1813,NA,"25 de abril de 1877 Santiago de Chile , Chile Chile",NA,Chilena,diputado y empresario,NA,NA,NA,José Joaquín Prieto Vial (https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto_Vial); Manuela Warnes García de Zúñiga (https://es.wikipedia.org/wiki/Manuela_Warnes),Primitiva Hurtado Alcalde,NA,José Joaquín (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Hurtado),NA,"Joaquín Prieto Warnes (1813- Santiago de Chile , 25 de abril de 1877), fue un diputado y empresario chileno .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1813,1877,Diputado,NA,NA,NA,1813,1877
joaqu_in_prieto,Joaquín Prieto,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto,Familia Warnes,argentina,argentina,"20 de agosto de 1786 Concepción , Capitanía General de Chile",NA,Muerte natural,NA,Chilena,Militar y político,Pelucón,Catolicismo,"Santiago , Chile",José María Prieto Sotomayor Carmen Vial Santelices,Manuela Warnes y García de Zúñiga (https://es.wikipedia.org/wiki/Manuela_Warnes_y_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),NA,Joaquín Prieto Warnes (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Warnes),NA,"Joaquín Prieto [ nota 1 ] ​ ( Concepción , 20 de agosto de 1786 - Santiago , 22 de noviembre de 1854) [ 2 ] ​ fue un militar y político chileno que ejerció como presidente de la República de Chile entre 1831 y 1836, siendo reelegido para el período inmediatamente siguiente entre 1836 y 1841.",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1786,NA,Presidente de Chile,Militar,NA,Pelucón,1786,1854
baltasar_unquera,Baltasar Unquera,https://es.wikipedia.org/wiki/Baltasar_Unquera,Familia Warnes,argentina,argentina,"6 de enero de 1766 Infiesto, Asturias , España",NA,5 de julio de 1807 Buenos Aires,NA,Española,Militar,NA,NA,NA,NA,Martina Warnes (https://es.wikipedia.org/wiki/Martina_Warnes),NA,NA,NA,NA,NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1766,1807,NA,NA,NA,NA,1766,1807
ignacio_warnes,Ignacio Warnes,https://es.wikipedia.org/wiki/Ignacio_Warnes,Familia Warnes,argentina,argentina,"27 de noviembre de 1770 Buenos Aires , virreinato del Perú",NA,Herida por arma de fuego,NA,Española Rioplatense,Militar y político,NA,Católica,NA,Manuel Antonio José Warnes (https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes); Ana Jacoba García de Zúñiga (https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),Micaela Montero,NA,NA,NA,"Ignacio Josef Xavier Warnes [ 1 ] ​ ( Buenos Aires , Imperio español ; 27 de noviembre de 1770 - Santa Cruz de la Sierra , Provincia de Charcas ; 21 de noviembre de 1816) fue un militar argentino que tuvo un importante papel en las batallas de la independencia, sobre todo en el actual departamento de Santa Cruz de la Sierra . Participó en la defensa hispánica contra las invasiones inglesas y jugó un rol destacado en la guerra de Independencia de la Argentina y en la guerra de Independencia de Bolivia .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1770,NA,Militar argentino,null,null,null,1770,1816
manuela_warnes,Manuela Warnes,https://es.wikipedia.org/wiki/Manuela_Warnes,Familia Warnes,argentina,argentina,"13 de octubre de 1776 Buenos Aires , Virreinato del Río de la Plata , Reino de España",NA,"15 de marzo de 1858 (81 años) Santiago , Chile Chile",NA,Chilena y española,Primera Dama,NA,Católica,NA,Manuel Antonio Warnes (https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes); Ana Jacoba García de Zúñiga (https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),José Joaquín Prieto (https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto),NA,Joaquín (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Warnes),NA,"Manuela Josefa Warnes y García de Zúñiga ( Buenos Aires , Virreinato del Río de la Plata , 13 de octubre de 1776 - Santiago , Chile , 15 de marzo de 1858) [ 1 ] ​ fue una dama de la alta sociedad argentina , esposa del presidente de Chile José Joaquín Prieto y hermana del militar argentino Ignacio Warnes .",NA,NA,NA,NA,NA,varias_nacionalidades,1776,1858,Esposa del Presidente de Chile,NA,NA,NA,1776,1858
mart_in_jos_e_warnes,Martín José Warnes,https://es.wikipedia.org/wiki/Mart%C3%ADn_Jos%C3%A9_Warnes,Familia Warnes,argentina,argentina,"8 de julio de 1786 Ciudad de Buenos Aires , Virreinato del Río de la Plata",NA,"1842 Valparaíso , Chile",NA,Argentina,Militar,NA,NA,NA,Manuel Antonio José Warnes (https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes); Ana Jacoba García de Zúñiga (https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),NA,NA,NA,NA,"Martín José Warnes (8 de julio de 1786, Ciudad de Buenos Aires , Virreinato del Río de la Plata - fall. 1842, Valparaíso , Chile ) fue un marino argentino que luchó en la Real Armada en la campaña de Trafalgar , en las fuerzas patriotas durante la guerra de Independencia de la Argentina y de Chile , en la escuadra de apoyo a la Expedición Libertadora del Perú y en la Armada Argentina durante la Guerra del Brasil .",NA,NA,NA,NA,NA,mismo_pais,1786,1842,Marino argentino,Luchador por la independencia,NA,NA,1786,1842
martina_warnes,Martina Warnes,https://es.wikipedia.org/wiki/Martina_Warnes,Familia Warnes,argentina,argentina,"24 de noviembre de 1781 Buenos Aires , Virreinato del Río de la Plata ( Imperio español )",NA,Siglo XIX España,NA,Argentina y española,NA,NA,NA,NA,Manuel Antonio José Warnes (https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes); Ana Jacoba García de Zúñiga (https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),Baltasar Unquera (https://es.wikipedia.org/wiki/Baltasar_Unquera),NA,NA,NA,"Martina Warnes y García de Zúñiga fue una patriota argentina , esposa de Baltasar Unquera , marino español, héroe de las invasiones inglesas al Río de la Plata . Es considerada una de las Patricias Argentinas .",NA,NA,NA,NA,NA,varias_nacionalidades,1781,NA,Patriota argentina,NA,NA,NA,1781,NA
joaqu_in_prieto,Joaquín Prieto,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto_Vial,Familia Warnes,argentina,argentina,"20 de agosto de 1786 Concepción , Capitanía General de Chile",NA,Muerte natural,NA,Chilena,Militar y político,Pelucón,Catolicismo,"Santiago , Chile",José María Prieto Sotomayor Carmen Vial Santelices,Manuela Warnes y García de Zúñiga (https://es.wikipedia.org/wiki/Manuela_Warnes_y_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga),NA,Joaquín Prieto Warnes (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Warnes),NA,"Joaquín Prieto [ nota 1 ] ​ ( Concepción , 20 de agosto de 1786 - Santiago , 22 de noviembre de 1854) [ 2 ] ​ fue un militar y político chileno que ejerció como presidente de la República de Chile entre 1831 y 1836, siendo reelegido para el período inmediatamente siguiente entre 1836 y 1841.",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1786,NA,Presidente de Chile,Militar,NA,Pelucón,1786,1854
joaqu_in_prieto_hurtado,Joaquín Prieto Hurtado,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Hurtado,Familia Warnes,argentina,argentina,"22 de marzo de 1863 Santiago , Chile",NA,"10 de enero de 1951 (88 años) Viña del Mar , Chile",NA,Chilena,"Abogado , empresario y político",Partido Conservador,NA,NA,Joaquín Prieto Warnes Primitiva Hurtado Alcalde,Lucía Concha Subercaseaux,NA,Joaquín Prieto Concha (https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Concha),NA,"José Joaquín Prieto Hurtado ( Santiago , 22 de marzo de 1863- Viña del Mar , 10 de enero de 1951) fue un abogado, ministro de estado y exdiputado chileno .",NA,NA,NA,NA,NA,nacionalidad_distinta_al_pais,1863,1951,Ministro de Estado,Diputado,NA,Partido Conservador,1863,1951
