family,block,K_selected,entropy.x,country,icl,bic,entropy.y
sapag,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
saravia,1,2,512.0424614125509,uruguay,4987.040832507677,3962.955909682575,512.0424614125509
sarmiento,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
sarmiento_negocios,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
sarsfield,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
saá,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
scheck,1,2,512.0424614125509,uruguay,4987.040832507677,3962.955909682575,512.0424614125509
schmidt,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
schreiber,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
segurola,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
seminario,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
seoane_heredia,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
sieburger,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
sierra_méndez,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
silva_herzog,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
silva_santisteban,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
simeone,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
slim,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
snopek,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
sodi,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
solari,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
solari_argentina,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
soler,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
sordo_madaleno,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
soria,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
soublette,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
subercaseaux,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
sucre,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
sáenz_peña,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
sánchez-concha,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
sánchez_de_bustamante,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
taboada,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
tagle_bracho,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
tamayo_perú,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
tellería,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
tenorio,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
terry_perú,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
thorndike,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
thorne,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
tito,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
tobar,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
tohá,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
tola,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
toro_venezuela,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
torres_landa,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
torrico,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
torrijos,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
tovar,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
trelles,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
tristán_del_pozo,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
trivelli,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
troconis,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
tudela,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
turbay,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
ucrós,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
ugarte,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ugarteche,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
ulloa,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
umaña,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
undurraga,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
urdaneta,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
ureta,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
uribe,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
uriburu,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
uricoechea,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
urquíza,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
urrutia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
urteaga,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
urtubey,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
uñac,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
vaca_narvaja,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
valcárcel,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
valdivieso,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
valdés,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
valdés_chile,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
valencia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
van_rysselberghe,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
varela,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
vargas_llosa,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
vega,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
velarde,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
velasco_chile,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
veloso,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
vergara-azcárate,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
vial,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
vicuña,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
videla,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
villa_michel,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
villarán,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
villaveces,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
villegas,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
villegas_colombia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
villegas_venezuela,1,2,512.0424614125509,venezuela,4987.040832507677,3962.955909682575,512.0424614125509
virasoro,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
vodanovic,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
von_mühlenbrock,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
vásquez,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
vásquez_de_velasco,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
vázquez-mellado,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
vélez,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
vértiz,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
walker_chile,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
warnes,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
werthein,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
wiesner,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
wiesse,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
wills,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
yankelevich,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
yarur,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
yerovi,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
yoma,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
yrigoyen,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
yunes,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
yábar,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
zaldívar,2,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
zavala,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
zavala_de_la_maza,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
zañartu,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
zea,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
zegers_chile,1,2,512.0424614125509,chile,4987.040832507677,3962.955909682575,512.0424614125509
zuleta_colombia,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
zuviría,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
álvarez_calderón,1,2,512.0424614125509,peru,4987.040832507677,3962.955909682575,512.0424614125509
álvarez_de_arenales,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
álvarez_de_toledo_argentina,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
álvarez_del_casal,1,2,512.0424614125509,colombia,4987.040832507677,3962.955909682575,512.0424614125509
álvarez_del_castillo,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
álzaga,1,2,512.0424614125509,argentina,4987.040832507677,3962.955909682575,512.0424614125509
ávila_camacho,1,2,512.0424614125509,mexico,4987.040832507677,3962.955909682575,512.0424614125509
