persona_id,nombre,familia,pais,n_conexiones,n_matched,n_unmatched,n_conyuges,n_parejas,n_padres,n_hijos,n_cross_family,n_cross_country,familias_conectadas,paises_conectados
4820,Matilde Rodríguez Larreta,rodríguez_larreta,uruguay,4,2,2,1,0,2,1,0,1,,argentina
4902,Miguel Allamand,allamand,chile,4,3,1,1,0,2,1,1,1,calderón_hinojosa,mexico
5084,Numa Pompilio Llona,llona,ecuador,4,3,1,1,0,1,2,0,1,,peru
5722,Salvador Camacho Roldán,camacho,colombia,4,1,3,1,0,2,1,1,1,ureta,peru
5749,Santiago Antúnez de Mayolo,antúnez,peru,4,4,0,2,0,1,1,0,1,,chile
5805,Sebastián Salazar Bondy,salazar_y_meléndez,peru,4,1,3,1,0,2,1,0,1,,argentina
5814,Serapio de Tezanos Pinto,pinto_chile,argentina,4,2,2,1,0,1,2,1,1,garcía-huidobro,chile
5904,Sybila Arredondo,bustamante,chile,4,4,0,2,0,1,1,3,1,mendoza_ladrón_de_guevara,peru
5938,Teresa Carreño,carreño,venezuela,4,3,1,1,0,1,2,2,1,toro_venezuela,colombia
6102,Victoria Saravia,saravia,uruguay,4,4,0,0,3,1,0,0,1,,argentina
163,Alberto Benegas Lynch (padre),benegas,argentina,3,2,1,1,0,1,1,1,1,montt,chile
322,Alfonso Valdivieso,galán,colombia,3,1,2,1,0,1,1,1,1,valdivieso,chile
357,Alfredo del Mazo González,del_mazo,mexico,3,3,0,1,0,1,1,1,1,ureta,peru
385,Alonso II de Fonseca,ulloa,peru,3,3,0,0,0,1,2,0,1,,chile
446,Ana María Orozco,del_solar,colombia,3,2,1,1,1,1,0,0,1,,peru
612,Antonio Samper Uribe,samper,colombia,3,1,2,1,0,1,1,0,1,,argentina
629,Antonio de la Rúa,de_la_rúa,argentina,3,3,0,0,1,2,0,0,1,,colombia
882,César de Tezanos Pinto,pinto_chile,argentina,3,1,2,1,0,1,1,0,1,,chile
934,Carlos Concha Subercaseaux,concha_chile,chile,3,2,1,1,0,1,1,1,1,álvarez_del_casal,colombia
1156,Cecilia Bolocco,yoma,chile,3,1,2,1,0,1,1,0,1,,argentina
1314,Cristian Castro,valdés,mexico,3,2,1,1,0,2,0,1,1,vial,chile
1320,Cristina Girardi,lavín,chile,3,3,0,1,0,1,1,1,1,vergara-azcárate,colombia
1344,Daniel García-Mansilla,garcía-mansilla,argentina,3,3,0,1,0,2,0,1,1,rodríguez_larreta,uruguay
1381,David de Tezanos Pinto,pinto_chile,chile,3,2,1,1,0,1,1,1,1,garcía-huidobro,argentina
1392,Delia del Carril,del_carril,argentina,3,1,2,1,0,2,0,0,1,,chile
1643,Emiliano Zurita,pinal_hidalgo,mexico,3,3,0,0,0,2,1,0,1,,argentina
1753,Enrique Zileri,gibson,peru,3,3,0,1,0,1,1,0,1,,argentina
1768,Ercilia López de Blomberg,lópez_carrillo,paraguay,3,2,1,1,0,1,1,0,1,,argentina
1784,Ernesto Fontaine,fontaine,chile,3,1,2,1,0,1,1,1,1,febres-cordero,ecuador
2034,Felipe Santiago Ignacio de Otálora y del Ribero,otálora,argentina,3,2,1,1,0,1,1,1,1,kast,chile
2072,Fernando Caycedo,caicedo,colombia,3,2,1,1,0,1,1,0,1,,peru
2150,Flora Azcuénaga,azcuénaga,argentina,3,2,1,1,0,1,1,1,1,portales,chile
2332,Francisco Urdaneta,urdaneta,uruguay,3,1,2,1,0,1,1,1,1,caro,colombia
2414,Gabriela Velasco,velasco_chile,chile,3,2,1,2,0,1,0,0,1,,argentina
2494,Gonzalo Alegría,alegría,peru,3,3,0,0,0,2,1,0,1,,chile
