pais,label,count
argentina,Máximo Kirchner,1
argentina,Diputado de la Nación Argentinaporprovincia de Buenos AiresActualmente en el cargo,1
argentina,Presidente del Partido Justicialistade laprovincia de Buenos AiresActualmente en el cargo,1
argentina,Presidente del Bloque delFrente de Todosen laCámara de Diputados de la Nación Argentina,1
argentina,Diputado de la Nación ArgentinaporSanta Cruz,1
argentina,Néstor Kirchner,1
argentina,Diputado de la Nación Argentinapor la provincia deBuenos Aires,1
argentina,Secretario general de la Unasur,1
argentina,Gobernador de la provincia de Santa Cruz,1
argentina,Intendentede la ciudad deRío Gallegos,1
argentina,Presidente del Partido Justicialista,1
argentina,Primer caballero de la Nación ArgentinaCargo protocolar,1
argentina,Convencional constituyente de la Nación Argentina[3]​por la provincia deSanta Cruz,1
argentina,Juan Bautista Alberdi,1
argentina,Salvador Alberdi,1
argentina,Juan Crisóstomo Álvarez,1
argentina,Francisco Aráoz de La Madrid,1
argentina,Gobernador de la Provincia de Conchucos,1
argentina,Gobernador de la Provincia de Huaylas,1
argentina,Gobernador delCallao,1
argentina,Miguel Aráoz y Arce,1
argentina,Benjamín Aráoz,1
argentina,Bernabé Aráoz,1
argentina,1.erGobernador de la Intendencia de San Miguel de Tucumán,1
argentina,Presidentede laRepública de Tucumán,1
argentina,Daniel Aráoz,1
argentina,Diego Aráoz,1
argentina,Gobernador interino de Tucumán,1
argentina,Eudoro Aráoz,1
argentina,Diputado de la Nación Argentinapor laprovincia de Tucumán,1
argentina,Mercedes Aráoz,1
argentina,2.ª Vicepresidenta Constitucional de la República del Perú,1
argentina,Congresista de la República del PerúporLima,1
argentina,Presidenta del Consejo de Ministros del Perú,1
argentina,Ministra de Economía y Finanzas del Perú,1
argentina,Ministra de la Producción del Perú,1
argentina,Ministra de Comercio Exterior y Turismo del Perú,1
argentina,Miguel Francisco Aráoz,1
argentina,Pedro Miguel Aráoz,1
argentina,Diputado alCongreso de Tucumánpor Tucumán,1
argentina,Ántero Flores-Aráoz,1
argentina,Ministro de Defensa del Perú,1
argentina,Presidente del Congreso de la República del Perú,1
argentina,Congresista de la República del PerúporLima Metropolitana,1
argentina,Congresista Constituyente de la República del Perúpordistrito único,1
argentina,Representante Permanente del Perú ante la Organización de Estados Americanos,1
argentina,Presidente del Partido Popular Cristiano,1
argentina,José Ignacio Helguero,1
argentina,Alejandro Bunge,1
argentina,Carlos Octavio Bunge,1
argentina,César Augusto Bunge,1
argentina,Ministro de Comercio de la Nación Argentina,1
argentina,Delfina Bunge,1
argentina,Emilio Vicente Bunge,1
argentina,9.°Intendente de Buenos Aires,1
argentina,Mario Bunge,1
argentina,Octavio Bunge,1
argentina,Ernesto Bunge,1
argentina,Delfina Gálvez,1
argentina,Manuel Gálvez,1
argentina,VenerableEnrique Shaw,1
argentina,Beatificación,1
argentina,Festividad,1
argentina,Venerado en,1
argentina,Augusto Bunge,1
argentina,Marta Bunge,1
argentina,Amancio Williams,1
argentina,Alberto Williams,1
argentina,6ºGobernador del Territorio Nacional del Chaco,1
argentina,Alejandro Agustín Lanusse,1
argentina,Miembro de laJunta de Comandantes en Jefe de las Fuerzas Armadas,1
argentina,Comandante en jefe del Ejército,1
argentina,Antonio Roberto Lanusse,1
argentina,Ministro de Defensa Nacional de Argentina,1
argentina,Ernesto Jorge Lanusse,1
argentina,35.ºministro de Agricultura y Ganadería de la Nación Argentina,1
argentina,5.º presidente delInstituto Nacional de Tecnología Agropecuaria,1
argentina,Juan José Lanusse,1
argentina,5.ºGobernadordelTerritorio Nacional de Misiones,1
argentina,Pablo Lanusse,1
argentina,Interventor federal de Santiago del Estero,1
argentina,Secretario de Justicia y Asuntos Penitenciarios de la Nación Argentina,1
argentina,Roberto Rimoldi Fraga,1
argentina,Emilio R. Coni,1
argentina,Emilio Ángel Coni,1
argentina,Gabriela Laperrière de Coni,1
argentina,Gloria Alcorta,1
argentina,Juan Nicolás Avellaneda y Tula,1
argentina,Gobernador  de la provincia de Catamarca,1
argentina,Marco Avellaneda,1
argentina,Marco Aurelio Avellaneda,1
argentina,Ministro de Hacienda de Argentina,1
argentina,Ministro del Interior de Argentina,1
argentina,Presidente de la HonorableCámara de Diputados de la Nación Argentina,1
argentina,Nicolás Avellaneda,1
argentina,Senador de la Nación Argentinaporprovincia de Tucumán,1
argentina,Onofre Betbeder,1
argentina,Antonio Dellepiane,1
argentina,Carmen Nóbrega Miguens de Avellaneda,1
argentina,José Domingo Molina,1
argentina,Presidente de la Nación ArgentinaComo miembro de laJunta Militar(Interino -De Facto),1
argentina,Santiago Betbeder,1
argentina,Alberto Rodríguez Larreta,1
argentina,F1,1
argentina,Grandes Premios,1
argentina,Podios,1
argentina,Poles,1
argentina,Vueltas rápidas,1
argentina,Augusto Rodríguez Larreta,1
argentina,Carlos Rodríguez Larreta,1
argentina,Eduardo Rodríguez Larreta,1
argentina,Canciller de la República,1
argentina,Enrique Rodríguez Larreta,1
argentina,Legislador de la Ciudad de Buenos AiresActualmente en el cargo,1
argentina,Jefe de Gabinete de Ministros de la Ciudad Autónoma de Buenos Aires,1
argentina,Director general Impositivo de la Nación Argentina,1
argentina,Presidente del Instituto de Previsión Social de laprovincia de Buenos Aires,1
argentina,Interventor delPrograma de Atención Médica Integral,1
argentina,Subsecretario de Políticas Sociales de la Nación Argentina,1
argentina,Gerente General de laAdministración Nacional de la Seguridad Social,1
argentina,Procurador general de la Nación Argentina,1
argentina,Matilde Rodríguez Larreta,1
argentina,Héctor Gutiérrez Ruiz,1
argentina,89°Presidente de la Cámara de Representantes de Uruguay,1
argentina,Representante de UruguayporTacuarembó,1
argentina,Abraham Quintana,1
argentina,Emilio Quintana,1
argentina,Fenelón de la Quintana,1
argentina,Fenelón Quintana,1
argentina,Gobernadorde laProvincia de Jujuy,1
argentina,José de la Quintana,1
argentina,27.°Gobernador de la Provincia de Jujuy,1
argentina,Manuel Rosa de la Quintana,1
argentina,Clara Obligado,1
argentina,Erasmo Obligado,1
argentina,Manuel Obligado,1
argentina,1.ºGobernadordelTerritorio Nacional del Chaco,1
argentina,Pastor Obligado,1
argentina,24.ºGobernador de la Provincia de Buenos Aires,1
argentina,1°erGobernadordelEstado de Buenos Aires,1
argentina,Pastor S. Obligado,1
argentina,Pedro Miguel Obligado,1
argentina,Rafael Obligado,1
argentina,Cayetana Álvarez de Toledo,1
argentina,PortavozAdjunta delGrupo Parlamentario Popularen elCongreso de los DiputadosActualmente en el cargo,1
argentina,Diputadaen lasCortes GeneralesporMadridActualmente en el cargo,1
argentina,PortavozdelGrupo Parlamentario Popularen elCongreso de los Diputados,1
argentina,Tesis doctoral,1
argentina,Patricio Peralta Ramos,1
argentina,Eduardo Peralta Ramos,1
argentina,Presidente de la Corporación Municipal de General Pueyrredón,1
argentina,Federico Peralta Ramos,1
argentina,Roque Alvarado,1
argentina,Gobernador de laProvincia de JujuyElecto (Constitucional),1
argentina,Plácido Sánchez de Bustamante,1
argentina,Teodoro Sánchez de Bustamante,1
argentina,Diputado porJujuyen elCongreso de Tucumán,1
argentina,Teófilo Sánchez de Bustamante,1
argentina,Gobernador de Jujuy,1
bolivia,detalle,164
bolivia,Información personal,65
bolivia,Nacimiento,64
bolivia,Información profesional,58
bolivia,Ocupación,58
bolivia,Nacionalidad,56
bolivia,Fallecimiento,50
bolivia,Familia,47
bolivia,Predecesor,40
bolivia,Sucesor,40
bolivia,Cónyuge,29
bolivia,Presidente,28
bolivia,Educación,27
bolivia,Padres,26
bolivia,Hijos,25
bolivia,Partido político,22
bolivia,Educado en,21
bolivia,Nombre de nacimiento,15
bolivia,Familiares,12
bolivia,Firma,11
bolivia,Sepultura,8
bolivia,Conflictos,7
bolivia,Nombre completo,7
bolivia,Religión,7
bolivia,Rango militar,6
bolivia,Residencia,6
bolivia,Padre,5
bolivia,Rama militar,5
bolivia,Afiliaciones,5
bolivia,Distinciones,5
bolivia,Lengua materna,5
bolivia,Presidente de la República de Bolivia,4
bolivia,Causa de muerte,4
bolivia,Miembro de,4
bolivia,Vicepresidente,4
bolivia,Sitio web,4
bolivia,Senador de la República del PerúporCusco,4
bolivia,Movimiento,3
bolivia,Título,3
bolivia,Cargos ocupados,3
bolivia,Información religiosa,3
bolivia,Ordenación episcopal,3
bolivia,Obras notables,3
bolivia,Primer ministro,3
bolivia,Julio Campero y Aráoz,2
bolivia,Otros nombres,2
bolivia,Nombre en español,2
bolivia,Educada en,2
bolivia,Posgrado,2
bolivia,Tratamiento,2
bolivia,Patrimonio,2
bolivia,Empleador,2
bolivia,Apodo,2
bolivia,Diputado de la República del PerúporArequipa,2
bolivia,José María Orihuela,2
bolivia,Ciudadanía,2
bolivia,Adolfo Ballivián,1
bolivia,Adolfo Ballivián Grimwood,1
bolivia,María Amparo Ballivián Valdés,1
bolivia,Hugo Ballivián Rojas,1
bolivia,Presidente de la Junta Militar de Gobierno deBolivia,1
bolivia,Jorge Ballivián,1
bolivia,José Ballivián,1
bolivia,Diputadode laAsamblea General del Alto PerúporLa Paz,1
bolivia,Lealtad,1
bolivia,María Esther Ballivián,1
bolivia,Años activa,1
bolivia,Rafael Ballivián,1
bolivia,Norberto Antoni,1
bolivia,Lindaura Anzoátegui Campero,1
bolivia,Jaime Arana Campero,1
bolivia,Miguel Mario Campero,1
bolivia,Gobernadorde laprovincia de Tucumán,1
bolivia,Juez de la Corte Suprema de Justicia de Tucumán,1
bolivia,Octavio Campero Echazú,1
bolivia,Narciso Campero,1
bolivia,Mariano Campero,1
bolivia,Diputado de la Nación ArgentinaporTucumánActualmente en el cargo,1
bolivia,Intendente deYerba Buena,1
bolivia,Mariano Campero y Ugarte,1
bolivia,Ministro de Estado de laConfederación Perú-Boliviana,1
bolivia,Diputado delEstado Sud-PeruanoporCusco,1
bolivia,Primer senador suplente de la República del PerúporCusco,1
bolivia,Ricardo Campero,1
bolivia,Secretario de Comercio Exterior de la Nación Argentina,1
bolivia,Secretario de Comercio de la Nación Argentina,1
bolivia,Rodolfo Martín Campero,1
bolivia,Director Ejecutivo de la Administración Nacional de la Seguridad Social,1
bolivia,Diputado de la Nación ArgentinaporTucumán,1
bolivia,Juan José Fernández-Campero de Herrera,1
bolivia,Juan José Feliciano Fernández Campero,1
bolivia,Juan José Gervasio Fernández-Campero,1
bolivia,Madre,1
bolivia,Manuela Micaela Ignacia Fernández-Campero,1
bolivia,Juan Manuel Fernández Campero,1
bolivia,60.ºGobernador del Tucumán,1
bolivia,Monarca,1
bolivia,Fernando María Campero Barragán,1
bolivia,Prefecto y Comandante GeneraldelDepartamento de Tarija,1
bolivia,"Marquesado del Valle de Tojo, conocido como ""Marquesado de Yavi""",1
bolivia,Primer titular,1
bolivia,Concesión,1
bolivia,Actual titular,1
bolivia,Hipólito Jesús Paz,1
bolivia,Embajador de Argentina en Estados Unidos,1
bolivia,Ministro de Relaciones Exteriores y Culto de la Nación Argentina,1
bolivia,Ana María Romero de Campero,1
bolivia,Senadora del Estado Plurinacional de Boliviapor elDepartamento de La Paz,1
bolivia,Defensora del Pueblode Bolivia,1
bolivia,Antonio Manuel Silva,1
bolivia,Vicente Francisco del Sol y VeyánV marqués del Valle de Tojo,1
bolivia,Gonzalo Romero Álvarez,1
bolivia,Ana María Choquehuanca,1
bolivia,Ministra de la Producción del Perú,1
bolivia,Ministra de la Mujer y Poblaciones Vulnerables del Perú,1
bolivia,Congresista de la República del PerúporArequipa,1
bolivia,David Choquehuanca,1
bolivia,Vicepresidente del Estado Plurinacional de Bolivia,1
bolivia,Secretario general de laAlianza Bolivariana para los Pueblos de Nuestra América,1
bolivia,Ministro de Relaciones Exteriores de Bolivia,1
bolivia,Nombre en aimara,1
bolivia,Área,1
bolivia,Germán Choque Condori,1
bolivia,Conocido por,1
bolivia,Seudónimo,1
bolivia,José Domingo Choquehuanca,1
bolivia,Senador de la República del PerúporPuno,1
bolivia,Rime Choquehuanca,1
bolivia,Víctor Hugo Cárdenas,1
bolivia,Vicepresidente de la República de Bolivia,1
bolivia,Predecesora,1
bolivia,Ministro de Educación de Bolivia,1
bolivia,Diputado de BoliviaporDepartamento de La Paz,1
bolivia,Etnia,1
bolivia,Años activo,1
bolivia,Miguel Estenssoro Rojas,1
bolivia,José Estenssoro,1
bolivia,Presidente deYacimientos Petrolíferos Fiscales,1
bolivia,María Eugenia Estenssoro,1
bolivia,Legisladora de la Ciudad de Buenos Aires,1
bolivia,Senadora de la Nación Argentinapor laCiudad Autónoma de Buenos Aires,1
bolivia,Sucesora,1
bolivia,María Virginia Estenssoro,1
bolivia,Víctor Paz Estensoro,1
bolivia,Ministro de Hacienda y Estadística,1
bolivia,Ministro de Economía,1
bolivia,Javier Díaz Orihuela,1
bolivia,Senador de la República del Perúpordistrito único,1
bolivia,Elmer Orihuela Sosa,1
bolivia,Alcalde distrital de Cochasporprovincia de Concepción,1
bolivia,Gobernador,1
bolivia,Diego Gutiérrez Orihuela,1
bolivia,Alcalde provincial de Jauja,1
bolivia,José Calixto de Orihuela Valderrama,1
bolivia,Ordenación sacerdotal,1
bolivia,Iglesia,1
bolivia,Nombre,1
bolivia,Profesión,1
bolivia,Alma mater,1
bolivia,José Orihuela Yabar,1
bolivia,"Diputado de la República del PerúporUrubamba, (Cusco)",1
bolivia,Alcalde de Urubamba,1
bolivia,Manuel Avelino Orihuela,1
bolivia,"Diputado constituyente de la República del PerúporCusco, (Cusco)",1
bolivia,Mariano Hilarión Orihuela Bravo,1
bolivia,Andrés Martínez,1
bolivia,Ministro de Hacienda del Perú,1
bolivia,"Diputado de la República del PerúporArequipa, (Arequipa)",1
bolivia,Fernando Orihuela,1
bolivia,Gobernador Regional de Junín,1
bolivia,Telémaco Jenaro Orihuela Tejada,1
bolivia,"Ministros de Justicia, Instrucción y Culto del Perú",1
bolivia,Manuel Zapata Orihuela,1
bolivia,Alumnos,1
bolivia,Alfredo Barnechea,1
bolivia,Diputado de la República del PerúporLima Metropolitana,1
bolivia,Francisco Bernabé Madero,1
bolivia,Vicepresidente de la Nación Argentina,1
bolivia,Manuel Ortiz Basualdo,1
bolivia,Wenceslao Paunero,1
bolivia,Ministro de Guerra y Marina de la Nación Argentinainterino,1
bolivia,Gobernador de Córdoba(provisional),1
bolivia,Francisco Hermógenes Ramos Mejía,1
bolivia,José María Ramos Mejía,1
bolivia,Diputado de la Nación ArgentinaporCapital Federal,1
bolivia,Matías Ramos Mejía,1
bolivia,Francisco de Segurola,1
bolivia,Nombre en euskera,1
bolivia,Sebastián  de Segurola,1
bolivia,Caballero de la orden de Calatrava,1
bolivia,Corregidor de Larecaja,1
bolivia,Gobernador Intendente de La Paz,1
bolivia,Virrey interino de Buenos Airesen caso de ausencia o fallecimiento de su titular,1
bolivia,Saturnino Segurola,1
colombia,detalle,4049
colombia,Predecesor,1405
colombia,Sucesor,1402
colombia,Nacimiento,1303
colombia,Información personal,1295
colombia,Familia,1221
colombia,Información profesional,1160
colombia,Ocupación,1124
colombia,Nacionalidad,1057
colombia,Fallecimiento,973
colombia,Padres,967
colombia,Cónyuge,871
colombia,Familiares,862
colombia,Presidente,859
colombia,Hijos,777
colombia,Educación,707
colombia,Educado en,487
colombia,Partido político,483
colombia,Nombre completo,328
colombia,Religión,318
colombia,Nombre de nacimiento,289
colombia,Residencia,175
colombia,Distinciones,158
colombia,Causa de muerte,146
colombia,Sepultura,144
colombia,Años activo,118
colombia,Lengua materna,108
colombia,Empleador,103
colombia,Rango militar,101
colombia,Apodo,100
colombia,Obras notables,93
colombia,Conflictos,87
colombia,Padre,87
colombia,Educada en,80
colombia,Senador de la República de Colombia,72
colombia,Miembro de,71
colombia,Firma,66
colombia,Sitio web,64
colombia,Miembros,63
colombia,Predecesora,57
colombia,Área,54
colombia,Rama militar,53
colombia,Lealtad,50
colombia,Tratamiento,48
colombia,Sucesora,47
colombia,Conocido por,45
colombia,Madre,45
colombia,Título,42
colombia,Otros títulos,42
colombia,Seudónimo,41
colombia,País(es),41
colombia,Fundador,41
colombia,Gabinete,40
colombia,Monarca,38
colombia,Cargos ocupados,37
colombia,Lugar de origen,36
colombia,Afiliaciones,35
colombia,Información religiosa,35
colombia,Dinastía,35
colombia,Altura,34
colombia,Posgrado,33
colombia,Años activa,33
colombia,Medio,33
colombia,Familias relacionadas,32
colombia,Ministro de Relaciones Exteriores de Colombia,30
colombia,Carrera deportiva,30
colombia,Género,29
colombia,Vicepresidente,28
colombia,Deporte,28
colombia,Datos personales,27
colombia,Nombre,26
colombia,Concejal de Bogotá,26
colombia,Otros nombres,25
colombia,Movimiento,24
colombia,País,24
colombia,Último gobernante,23
colombia,Nombre en español,23
colombia,Nacionalidad(es),23
colombia,Etnicidad,22
colombia,Pareja,21
colombia,Lengua literaria,21
colombia,Alma mater,21
colombia,Fundación,21
colombia,Nombre completo,21
colombia,Club profesional,21
colombia,Consorte,20
colombia,Debut deportivo,20
colombia,Alcalde ordinario de Bogotá(Primer voto),20
colombia,Ordenación episcopal,19
colombia,Posición,19
colombia,Géneros,18
colombia,Tipo,18
colombia,Información criminal,18
colombia,Primera dama de Colombia,17
colombia,Regiones actuales,17
colombia,Junto con,16
colombia,Ministro de Gobierno de Colombia,16
colombia,Ordenación sacerdotal,16
colombia,Embajador de Colombia en Estados Unidos,16
colombia,Características físicas,16
colombia,Alcalde,15
colombia,Gobernador de Cundinamarca,15
colombia,Instrumento,15
colombia,Cargos criminales,15
colombia,Coordenadas,14
colombia,Miembro del Serenisimo Colegio Constituyente y Electoral de la Provincia de Cundinamarca,14
colombia,Gobernador,14
colombia,Empresa,14
colombia,Miembro de la Suprema Junta de Gobierno del Nuevo Reino de Granada,13
colombia,Alcalde de Bogotá,13
colombia,Iglesia,13
colombia,Proclamación cardenalicia,13
colombia,Peso,13
colombia,Etimología,12
colombia,Club,12
colombia,Senadora de la República de Colombia,11
colombia,Ubicación,11
colombia,Dorsal(es),11
colombia,Origen(es),10
colombia,Ministro de Guerra de Colombia,10
colombia,Gobernador del Cauca,10
colombia,Ejercicio,10
colombia,Selección nacional,10
colombia,Selección,10
colombia,Gobernador de Antioquia,10
colombia,Formas anteriores,10
colombia,Proclamación,10
colombia,Presidente del Senado de la República de Colombia,9
colombia,Casa real,9
colombia,Profesión,9
colombia,Goles en clubes,9
colombia,Trayectoria,9
colombia,Liga,9
colombia,Premios artísticos,9
colombia,Presidente del Senado de Colombia,9
colombia,Ministro de Educación Nacional de Colombia,9
colombia,Cabello,9
colombia,Ministro de Hacienda de Colombia,8
colombia,Conocida por,8
colombia,Localización,8
colombia,Ciudadanía,8
colombia,Alcalde Mayor de Bogotá,8
colombia,Primera dama de ColombiaCargo Protocolar,8
colombia,Otros premios,8
colombia,Senador de la República de ColombiaporCundinamarca,8
colombia,Títulos,8
colombia,Abreviatura en botánica,7
colombia,Senador de Colombia,7
colombia,Reinado,7
colombia,Condecoraciones,7
colombia,Debut,7
colombia,Part.(goles),7
colombia,Ministro de Gobierno de Colombia[1]​,7
colombia,Ministro de Justicia de Colombia,7
colombia,Ojos,7
colombia,Situación penal,7
colombia,Programas,7
colombia,• Total,6
colombia,Gobernador de la Provincia de Bogotá,6
colombia,Capitán General de Santa FeporRebelión de los comuneros,6
colombia,Comandante del Ejército Nacional de Colombia,6
colombia,Localidad,6
colombia,Estilo,6
colombia,RegidoryAlcalde de Popayán,6
colombia,Ministro de Obras Públicas de Colombia,6
colombia,Evento,6
colombia,Industria,6
colombia,Sede central,6
colombia,Tesis doctoral,6
colombia,Mandos,6
colombia,Alcalde de Cali,6
colombia,Presidente del Partido de la U,6
colombia,Ministro de Hacienda y Crédito Público de Colombia,6
colombia,Ministro de Educación de Colombia,6
colombia,Propietario,6
colombia,Patrimonio,6
colombia,Alcalde Ordinario de Bogotá(Primer voto),6
colombia,Senadora de la República de ColombiaActualmente en el cargo,5
colombia,Ministro de Instrucción Pública de Colombia,5
colombia,Designado por,5
colombia,Congregación,5
colombia,Construcción,5
colombia,Gobernador de Cauca,5
colombia,Embajador de Colombia en Venezuela,5
colombia,Alumno de,5
colombia,Primera dama de ColombiaCargo protocolar,5
colombia,Retirada deportiva,5
colombia,Ministro de Agricultura de Colombia,5
colombia,Miembros relacionados,5
colombia,Alcalde de Medellín,5
colombia,Ministro de Defensa de Colombia,5
colombia,Embajador de Colombia en España,5
colombia,Ministro de Defensa Nacional de Colombia,5
colombia,Presidente de laCámara de Representantes de Colombia,5
colombia,Rector de laUniversidad del Rosario,5
colombia,Francisco de Vergara Azcárate,5
colombia,Embajador de Colombia en Italia,5
colombia,Condena,5
colombia,Nombre nativo,5
colombia,Miembro de la Cámara de Representantes de ColombiaporCórdoba,5
colombia,Secretario de Gobierno de Bogotá,5
colombia,Senador de la República de ColombiaActualmente en el cargo,5
colombia,Embajador de Colombia en Francia,5
colombia,Estudio,4
colombia,Secretario de Hacienda de la República de la Nueva Granada[2]​,4
colombia,Gobernador de Boyacá,4
colombia,Artistas relacionados,4
colombia,Magistrado de la Corte Suprema de Justicia de Colombia,4
colombia,Procurador general de Colombia,4
colombia,Nombre en español latinoamericano,4
colombia,Canal,4
colombia,Ministro de Instrucción Pública de Colombia[1]​,4
colombia,Dirección,4
colombia,Notas,4
colombia,Embajador de Colombia en Argentina,4
colombia,Ministro de Trabajo de Colombia,4
colombia,Estudios,4
colombia,Orden religiosa,4
colombia,Apodo(s),4
colombia,Representante de,4
colombia,Forma legal,4
colombia,Ministro del Tesoro de Colombia[3]​,4
colombia,Ministro de Guerra de Colombia[2]​,4
colombia,Datos generales,4
colombia,Rol debut,4
colombia,Ministro de Gobierno de Colombia[2]​,4
colombia,Embajador de Colombia en México,4
colombia,Presidente de la Cámara de Representantes de Colombia,4
colombia,Embajador de Colombia en Austria,4
colombia,Gobernador de Santander,4
colombia,Presidentepro temporede la Alianza del Pacífico,4
colombia,Presidentepro temporede laComunidad Andina,4
colombia,Historia,4
colombia,Tipo de voz,4
colombia,Ministra de Educación Nacional de Colombia,4
colombia,Características,4
colombia,Medidas,4
colombia,Gobernador del Atlántico,4
colombia,Ministro de Desarrollo Económico de Colombia,4
colombia,Concejal de Popayán,4
colombia,Representante a la Cámara de ColombiaporCauca,4
colombia,Representante a la Cámara de ColombiaporBogotá,4
colombia,Senador de la República de ColombiaporTolima,4
colombia,Discográfica,4
colombia,Supervisor doctoral,4
colombia,Presidente del Concejo de Bogotá,4
colombia,Representante a la Cámara de ColombiaporCundinamarca,4
colombia,Años,4
colombia,Concejal de Medellín,4
colombia,Comisión,4
colombia,Primer titular,4
colombia,Concesión,4
colombia,Actual titular,4
colombia,Entidad,3
colombia,•País,3
colombia,Superficie,3
colombia,Altitud,3
colombia,• Media,3
colombia,Huso horario,3
colombia,Código postal,3
colombia,Miembro de la Cámara de Representantes de ColombiaporBogotá,3
colombia,Embajador de Colombia en el Vaticano,3
colombia,Vicepresidente de la Gran Colombia,3
colombia,Ministro de Correos y Telégrafos de Colombia,3
colombia,Rector de la Universidad del Cauca,3
colombia,Presidente de la República Colombia(interino),3
colombia,Ministra de Comunicaciones de Colombia,3
colombia,Rector de la Universidad Del Cauca,3
colombia,Presidente de la Corte Suprema de Justicia de Colombia,3
colombia,Alcalde de Popayán,3
colombia,Rector de laUniversidad de Antioquia,3
colombia,División,3
colombia,Ministro de Comunicaciones de Colombia,3
colombia,Ministro de Relaciones Exteriores de Colombia[3]​[4]​,3
colombia,Gobernador del Valle del Cauca,3
colombia,Embajador de Colombia ante la Santa Sede,3
colombia,Ministro de Educación de Colombia[1]​,3
colombia,Información general,3
colombia,Usos,3
colombia,Venerado en,3
colombia,ColombiaColombia,3
colombia,Juegos Panamericanos,3
colombia,Ministra de Relaciones Exteriores de Colombia,3
colombia,Empresa matriz,3
colombia,Gobernador de Antioquia[2]​,3
colombia,Año de debut,3
colombia,Presidente del Congreso de Colombia,3
colombia,Embajador de Colombia en Estados Unidos[3]​,3
colombia,Ministro de Obras Públicas de Colombia[1]​,3
colombia,Ministro de Relaciones Exteriores de Colombia[2]​,3
colombia,Títulos de su carrera,3
colombia,Juegos Olímpicos,3
colombia,Senador de la República de ColombiaporValle del Cauca,3
colombia,Ministro de Relaciones Exteriores de Colombia[1]​[2]​,3
colombia,Enviado extraordinario y ministro plenipotenciario de Colombia en Estados Unidos[3]​,3
colombia,Designado a la Presidencia de Colombia,3
colombia,Presidente de Independiente Santa Fe,3
colombia,Ministro de Obras Públicas de Colombia[2]​,3
colombia,Representante a la Cámara de Colombiapor Cundinamarca,3
colombia,Alianzas,3
colombia,Francisco Xavier Vergara,3
colombia,Rectorde laUniversidad del Rosario,3
colombia,Presidente del Partido Cambio Radical,3
colombia,Discográficas,3
colombia,Part.,3
colombia,Embajador de Colombia en Ecuador,3
colombia,Embajador de Colombia en Reino Unido,3
colombia,Instrumentos,3
colombia,Ministra de Cultura de Colombia,3
colombia,Miembro de la Cámara de Representantes de ColombiaporCundinamarca,3
colombia,Ministro de Guerra de Colombia[1]​,3
colombia,Representante a la Cámara de Colombia,3
colombia,Ministro de Minas y Energía de Colombia,3
colombia,Vicepresidenta,3
colombia,Presidente de la Corte Suprema de Justicia de la República de Colombia,3
colombia,Estado,3
colombia,Ministro de Fomento de Colombia,3
colombia,Ministro de Salud de Colombia,3
colombia,Embajador de Colombia en Alemania,3
colombia,Alcalde de Manizales,3
colombia,Rector de laUniversidad Nacional de Colombia,3
colombia,Linajes,3
colombia,Disolución,3
colombia,Pedro A. López,3
colombia,Ministro del Tesoro,3
colombia,Ministro de Agricultura y Desarrollo Rural de Colombia,3
colombia,Senador de la República de ColombiaporAntioquia,3
colombia,Miembro de la Cámara de Representantes de Colombia,3
colombia,Nombre religioso,3
colombia,"Ministro de Comercio, Industria y Turismo de Colombia",3
colombia,Idioma oficial,2
colombia,•Departamento,2
colombia,Gentilicio,2
colombia,Prefijo telefónico,2
colombia,Patrono(a),2
colombia,Josefa Acevedo de Gómez,2
colombia,Comandante de la I Columna del Ejército de Colombia,2
colombia,Manuel Bernardo Álvarez del Casal,2
colombia,Presidente de Cundinamarca,2
colombia,Primera dama de Cundinamarca,2
colombia,Apoderado,2
colombia,Manuel Amador Terreros,2
colombia,1.° Ministro de Hacienda de Panamá[2]​,2
colombia,Diego Euclides de Angulo,2
colombia,Ministro de Hacienda y Tesoro,2
colombia,Cecilia Arboleda Mosquera,2
colombia,Julio Arboleda Pombo,2
colombia,Presidente de la Confederación Granadina(encargado),2
colombia,Presidente del Senado de la Nueva Granada,2
colombia,Designado a la presidencia de la República de Nueva Granada,2
colombia,Manuel Antonio Arboleda Scarpetta,2
colombia,Francisco Arboleda y Vergara,2
colombia,AlcaldedePopayán,2
colombia,RegidorPerpetuo yProcurador Generaldel Cabildo dePopayán,2
colombia,José Enrique Arboleda,2
colombia,Magistrado de la Corte Electoral de Colombia,2
colombia,Diputado de la Cámara de Representantes de ColombiaporCauca,2
colombia,Embajador de Colombia en Estados Unidos[2]​,2
colombia,Culto,2
colombia,Diócesis,2
colombia,Historia del edificio,2
colombia,Datos arquitectónicos,2
colombia,José Arboleda Arroyo,2
colombia,Marcelino de Mosquera y Figueroa,2
colombia,Joaquín de Mosquera Figueroa,2
colombia,Regente de EspañayPresidentede laJunta Suprema de España e IndiasRey en funciones delImperio Español,2
colombia,DiputadodelVirreinato de la Nueva GranadaporReal Audiencia de Caracas,2
colombia,Oidor de la Real Audiencia Santafé,2
colombia,Consejero del Real y Supremo Consejo de Indias del Reino de España,2
colombia,Teniente General de la Gobernación de Popayán,2
colombia,Manuel María Mosquera,2
colombia,José María de Mosquera y Figueroa,2
colombia,Gobernador de la Provincia de Popayán,2
colombia,Francisco José Urrutia Holguín,2
colombia,Representante Permanente de Colombia ante las Naciones Unidas,2
colombia,Presidente del Consejo de Seguridad de las Naciones Unidas,2
colombia,Francisco Urrutia Olano,2
